appid,name,key_0,game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name_x,parsed_name_y
924970,Back 4 Blood,back4blood,Back 4 Blood,130,77,5,/game/pc/back-4-blood/critic-reviews,,,,,,,,,,,,,,,,80.0,,,,,,,80.0,,85.0,,,,,,75.0,,,80.0,,,,,,,,,80.0,,80.0,66.0,70.0,,85.0,75.0,,,,,,,68.0,,,,,,70.0,,,,50.0,,,,,80.0,,,80.0,90.0,,,80.0,,,,80.0,,,82.0,,70.0,,,,70.0,,,,,,,,,,82.0,80.0,,,80.0,80.0,80.0,,88.0,,75.0,80.0,60.0,80.0,,,,,,,,,,,,,70.0,60.0,,,,,,85.0,,,80.0,,80.0,,,,,,,80.0,80.0,,80.0,,80.0,,,80.0,60.0,,80.0,85.0,,,,Back4Blood,Back4Blood
918570,Century: Age of Ashes,centuryageofashes,Century: Age of Ashes,159,75,7.4,/game/pc/century-age-of-ashes/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70.0,,,,,,,80.0,,,75.0,,,,,,,75.0,,,,,,85.0,60.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,CenturyAgeofAshes,CenturyAgeofAshes
917720,Gamedec,gamedec,Gamedec,210,72,6.9,/game/pc/gamedec/critic-reviews,,,,,,,,,,,90.0,90.0,,70.0,,60.0,,,,,,,,,,,,,,,,,70.0,55.0,,,,,,75.0,,,,,,62.0,,,,,60.0,,,,,,84.0,,,80.0,,,,,,77.0,70.0,,,,,,,60.0,,,,,,70.0,,,,,,78.0,,,,88.0,,,,90.0,,,,,,65.0,,,70.0,,,67.0,,,,58.0,,50.0,,,80.0,,,,,,83.0,,60.0,85.0,64.0,,,,80.0,,,,,,,,,82.0,60.0,,,,,,,,,,,,,,,,,,,,80.0,,,,Gamedec,Gamedec
910490,Killsquad,killsquad,Killsquad,194,73,7,/game/pc/killsquad/critic-reviews,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,75.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,Killsquad,Killsquad
907650,Stronghold: Warlords,strongholdwarlords,Stronghold: Warlords,274,65,6.4,/game/pc/stronghold-warlords/critic-reviews,65.0,,,,,,,,70.0,,,65.0,,,,,,,,60.0,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,70.0,,,,72.0,80.0,,,,,60.0,,,,40.0,,,,,,,,,,,,,,,,70.0,,,68.0,,,,,,,65.0,80.0,20.0,,,,,,,,,,,80.0,,64.0,,67.0,60.0,,70.0,,,,,,,,,,,,,,,70.0,,,,,,60.0,,,,,70.0,,,,80.0,70.0,,,,,,,,,,,70.0,,,,,,,,StrongholdWarlords,StrongholdWarlords
898750,Super Robot Wars 30,superrobotwars30,Super Robot Wars 30,103,78,tbd,/game/pc/super-robot-wars-30/critic-reviews,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,90.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,72.0,,,75.0,,,,,,,,,,,,87.0,70.0,,,,,,,,,,,,77.0,,,,77.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,SuperRobotWars30,SuperRobotWars30
894020,Death's Door,deathsdoor,Death's Door,20,85,7.9,/game/pc/deaths-door/critic-reviews,,,,,,90.0,80.0,,95.0,,,70.0,,,,90.0,,,,,,,90.0,,90.0,,90.0,90.0,,,85.0,80.0,80.0,,,,,,,,,,,,,68.0,,,75.0,,,80.0,,,,80.0,90.0,,80.0,95.0,,80.0,80.0,90.0,,86.0,80.0,,100.0,,,,,90.0,80.0,,,90.0,,100.0,,90.0,90.0,,,85.0,,,80.0,,,,80.0,100.0,,,88.0,,80.0,,90.0,,,,,80.0,80.0,76.0,85.0,83.0,80.0,85.0,,,,,100.0,,,,85.0,,,,70.0,,,90.0,90.0,,,,85.0,,,,,88.0,,,,,,,72.0,90.0,,90.0,,,,78.0,,,,,90.0,,82.0,,,,DeathsDoor,DeathsDoor
886060,Redout: Space Assault,redoutspaceassault,Redout: Space Assault,280,65,3.4,/game/pc/redout-space-assault/critic-reviews,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,55.0,,,60.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,RedoutSpaceAssault,RedoutSpaceAssault
885970,Total War: ROME REMASTERED,totalwarromeremastered,Total War: Rome Remastered,165,75,5.1,/game/pc/total-war-rome-remastered/critic-reviews,,,,,,,,,,,,80.0,80.0,,,,,,,70.0,,,,,,,,70.0,,,,,70.0,85.0,,,,,,,,,,,,,,,,,,,,,,60.0,76.0,,,,,75.0,90.0,,,,60.0,,,,,85.0,,,,,,,,,,,70.0,,,80.0,,,,,,,70.0,,,,,,,80.0,,,,,,80.0,,,,,80.0,,80.0,,,,,,,,,,,,70.0,,,60.0,,,,,,70.0,,,,82.0,,,,,,80.0,,,,,,,,85.0,,,80.0,,,,,,,,TotalWarRomeRemastered,TotalWarROMEREMASTERED
874260,The Forgotten City,theforgottencity,The Forgotten City,22,84,8.1,/game/pc/the-forgotten-city/critic-reviews,,100.0,,,,,,80.0,90.0,,,80.0,,,,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,90.0,,,,,,,70.0,,,,,80.0,,90.0,82.0,,,,,,100.0,,,,80.0,,,,,,,,,,,70.0,,100.0,,,90.0,,,84.0,,,,,,,80.0,,,,,,,,,,,,80.0,78.0,,73.0,75.0,84.0,90.0,90.0,,,,,100.0,,,,,,,,78.0,,,,,,,70.0,,,80.0,,,,90.0,,,,,,,,,80.0,,,,,,,85.0,,100.0,,,,,,TheForgottenCity,TheForgottenCity
865610,Backbone,backbone,Backbone,201,72,6.8,/game/pc/backbone/critic-reviews,65.0,80.0,,,,,80.0,,,,,75.0,,90.0,,70.0,,70.0,,,,,70.0,,,,,,,,,70.0,70.0,,,,,70.0,,,,,,,,,,,85.0,,60.0,,,,60.0,,,,,,,,,,,,,,,,,,,65.0,80.0,90.0,60.0,80.0,,60.0,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,60.0,75.0,,,75.0,,,,,,,,,78.0,,,65.0,,,,100.0,60.0,,,,85.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,65.0,,,,Backbone,Backbone
861250,Cyber Shadow,cybershadow,Cyber Shadow,59,82,7.1,/game/pc/cyber-shadow/critic-reviews,81.0,,,,,80.0,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,70.0,,,80.0,,,,,,,,,,,,,,,,,,,,,80.0,83.0,,80.0,,,,,,,,,,75.0,90.0,,,,,,,,79.0,,,,72.0,,,90.0,75.0,,95.0,,,,,,,,,,,,89.0,,,,80.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,CyberShadow,CyberShadow
860510,Little Nightmares II,littlenightmaresii,Little Nightmares II,35,83,8.2,/game/pc/little-nightmares-ii/critic-reviews,,80.0,,,,88.0,,84.0,,,,85.0,,,,,,,,,,,85.0,,,,,,,,,70.0,,,,,,,,80.0,,,,,75.0,87.0,,70.0,,100.0,,,90.0,,,70.0,78.0,85.0,,,,,,,90.0,,,,,80.0,91.0,,,,,,,80.0,,,,,,,,,,90.0,,,,,70.0,90.0,,90.0,,,,,,86.0,85.0,,85.0,,,78.0,90.0,76.0,80.0,80.0,,,,,91.0,,,,,,,90.0,,,,,,,,,,,,,100.0,,,,,,90.0,,,,,,,,,,,90.0,,,,,86.0,,,,LittleNightmaresII,LittleNightmaresII
858820,Tribes of Midgard,tribesofmidgard,Tribes of Midgard,186,73,7.9,/game/pc/tribes-of-midgard/critic-reviews,,,,,,,70.0,,,,,,,84.0,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,60.0,,,,,,70.0,,,,,,,72.0,,,,,,,,,,,,,,,85.0,70.0,75.0,90.0,75.0,,,,70.0,,,70.0,,,,,,,,,,60.0,,,,,,,75.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,70.0,,,,,,,,,80.0,,,,,,,,,,,,,,,TribesofMidgard,TribesofMidgard
848450,Subnautica: Below Zero,subnauticabelowzero,Subnautica: Below Zero,51,82,6.3,/game/pc/subnautica-below-zero/critic-reviews,84.0,,,60.0,,,80.0,,,,,90.0,,,,70.0,,85.0,,85.0,,,85.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,85.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,90.0,,70.0,,,,,,,,80.0,,,,,,,,,84.0,,,70.0,,,74.0,,86.0,90.0,85.0,,,,,,85.0,85.0,,,,,,,,,,,,,,,,,,,90.0,70.0,,,,,80.0,84.0,,,,,,,,,,75.0,,,,,,,,SubnauticaBelowZero,SubnauticaBelowZero
844260,Rustler,rustler,Rustler,277,65,5.7,/game/pc/rustler/critic-reviews,,,,,,,,,,,,60.0,,68.0,,,,,,,,,,,50.0,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,60.0,,,,,65.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,60.0,,,,,,,,,,,,,78.0,,,,,50.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,Rustler,Rustler
840390,Spacebase Startopia,spacebasestartopia,Spacebase Startopia,245,69,2.5,/game/pc/spacebase-startopia/critic-reviews,58.0,,,,,,,,,,,75.0,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,65.0,,,,,,,,63.0,70.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,70.0,,,70.0,,,,,SpacebaseStartopia,SpacebaseStartopia
840210,Arkham Horror: Mother's Embrace,arkhamhorrormothersembrace,Arkham Horror: Mother's Embrace,317,48,6,/game/pc/arkham-horror-mothers-embrace/critic-reviews,39.0,,,,,,,,,,60.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,50.0,,,,,,,,,,,,,,,,,,,ArkhamHorrorMothersEmbrace,ArkhamHorrorMothersEmbrace
829280,Kaze and the Wild Masks,kazeandthewildmasks,Kaze and the Wild Masks,46,82,7.8,/game/pc/kaze-and-the-wild-masks/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,83.0,,,,,,85.0,,,,,,,,,,,,79.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,KazeandtheWildMasks,KazeandtheWildMasks
814680,Unbound: Worlds Apart,unboundworldsapart,Unbound: Worlds Apart,113,78,7.6,/game/pc/unbound-worlds-apart/critic-reviews,,90.0,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,85.0,,,,,,80.0,80.0,,,,,,,,,,,,,63.0,,,90.0,80.0,,,,85.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,UnboundWorldsApart,UnboundWorldsApart
811320,Jupiter Hell,jupiterhell,Jupiter Hell,117,78,7.7,/game/pc/jupiter-hell/critic-reviews,,,,,,,,,,,,75.0,,82.0,,,,,,,,80.0,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,90.0,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,70.0,,,80.0,,80.0,,,,,,,,58.0,,,,90.0,,,,,,,90.0,,,,,85.0,,,,,77.0,,,,,,70.0,,,,,,,,81.0,,,,,,,,,,,JupiterHell,JupiterHell
795420,The Darkside Detective: A Fumble in the Dark,thedarksidedetectiveafumbleinthedark,The Darkside Detective: A Fumble in the Dark,29,84,8.1,/game/pc/the-darkside-detective-a-fumble-in-the-dark/critic-reviews,,90.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,80.0,,,85.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,TheDarksideDetectiveAFumbleintheDark,TheDarksideDetectiveAFumbleintheDark
780310,The Riftbreaker,theriftbreaker,The Riftbreaker,38,83,8.5,/game/pc/the-riftbreaker/critic-reviews,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,90.0,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,TheRiftbreaker,TheRiftbreaker
780290,Gloomhaven,gloomhaven,Gloomhaven,90,79,7,/game/pc/gloomhaven/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,50.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,85.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,80.0,,,,87.0,,,,,,,,,,,,,70.0,90.0,,,,,,,,,,,,,,,80.0,,,,80.0,,,,,,,,,,,,,,,,,,,,Gloomhaven,Gloomhaven
775500,SCARLET NEXUS,scarletnexus,Scarlet Nexus,87,79,7.7,/game/pc/scarlet-nexus/critic-reviews,,,,,,,,,,,,80.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,78.0,,,,100.0,,,,,,70.0,74.0,,,,,,,,,,,,,,,,,90.0,,,,50.0,,,,92.0,80.0,,,,,90.0,,,,,75.0,,,,,,,,,,80.0,,80.0,,,,,78.0,,80.0,60.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,80.0,,,,,,80.0,,,,80.0,,,,,,,80.0,,,,80.0,,,,ScarletNexus,SCARLETNEXUS
773370,Exo One,exoone,Exo One,70,81,7.2,/game/pc/exo-one/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,80.0,,,,,,,,,,,,,85.0,,,,,,,,,,82.0,,,,,80.0,,,,,,,,,,,,,,,80.0,70.0,,,,,,,,,,,,,,,75.0,90.0,,,,,,,,78.0,,,,90.0,80.0,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,,,,,,,,70.0,,,,,,,,,,,ExoOne,ExoOne
768520,Red Solstice 2: Survivors,redsolstice2survivors,Red Solstice 2: Survivors,286,64,5.6,/game/pc/red-solstice-2-survivors/critic-reviews,,,,,,,,,,,,,,65.0,,60.0,,,,60.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,60.0,,,,,,,,,,64.0,,,,,,,70.0,,,,,,,,,,,,,72.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,73.0,,,,72.0,,,,,50.0,60.0,,,,,,,,,,,65.0,,,,,,,,RedSolstice2Survivors,RedSolstice2Survivors
768450,NUTS,nuts,NUTS,235,70,6.1,/game/pc/nuts/critic-reviews,,90.0,,,,,,,,,,80.0,,,,,,,,65.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,NUTS,NUTS
763890,Wildermyth,wildermyth,Wildermyth,9,87,7.9,/game/pc/wildermyth/critic-reviews,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,85.0,,88.0,,,,,,,,,,,,,,,84.0,,,,,,,,,,80.0,,,,,,,85.0,90.0,,100.0,,,80.0,,,90.0,,,,,,,,,,,90.0,,,,,,,,,,90.0,,90.0,,,,90.0,,,,,,,,,,,75.0,80.0,70.0,,,,,80.0,,,,,,,,,,86.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,Wildermyth,Wildermyth
762840,Maquette,maquette,Maquette,228,70,4.9,/game/pc/maquette/critic-reviews,,60.0,,,,,,,,,,,,,,70.0,,70.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,80.0,,,,,,,,71.0,,,,,,,,,,,,,,,70.0,,,,,80.0,70.0,,,,,70.0,,,,,,,,,,,,,75.0,,,,,,70.0,,,,,,,,73.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,40.0,,,,,,,,,,,,,,,,80.0,,,,Maquette,Maquette
757310,Sable,sable,Sable,139,76,7.5,/game/pc/sable/critic-reviews,,50.0,,,,,,,,,90.0,75.0,80.0,74.0,,90.0,,,,,,,,,,,,,90.0,,,70.0,80.0,65.0,,,,,,,,88.0,,80.0,,,,,,,,,60.0,,70.0,90.0,78.0,,,,,80.0,,,,,,,,80.0,,90.0,,90.0,60.0,80.0,80.0,,,,,,70.0,,,,,,,,,,70.0,70.0,,,,,,,,,,,,80.0,,,70.0,93.0,70.0,90.0,80.0,,,,,,,,,,,,,,,80.0,80.0,,,60.0,,75.0,,,,78.0,80.0,,,,60.0,70.0,,,,60.0,,,60.0,77.0,,,90.0,80.0,50.0,,89.0,,,,Sable,Sable
752480,Sniper Elite VR,sniperelitevr,Sniper Elite VR,254,68,7.3,/game/pc/sniper-elite-vr/critic-reviews,63.0,,,,,,,,,,,,60.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,80.0,,,,,,,,,,80.0,,,,,,60.0,,61.0,,,60.0,,,,,,,,,,,,70.0,,90.0,,60.0,,,,70.0,,,60.0,,,,,,,78.0,,,,,,,,,,,,,,,,,60.0,,85.0,,,60.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70.0,,,,SniperEliteVR,SniperEliteVR
751630,After The Fall,afterthefall,After the Fall,162,75,6.9,/game/pc/after-the-fall/critic-reviews,,,80.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,60.0,,80.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,65.0,80.0,,,,,,,,,,82.0,,,,,,,80.0,,,,,,,,,,,,,,70.0,,,,AftertheFall,AfterTheFall
750200,AWAY: The Survival Series,awaythesurvivalseries,AWAY: The Survival Series,314,52,7.6,/game/pc/away-the-survival-series/critic-reviews,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,60.0,,,,,,AWAYTheSurvivalSeries,AWAYTheSurvivalSeries
740130,Tales of Arise,talesofarise,Tales of Arise,23,84,8.4,/game/pc/tales-of-arise/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,77.0,,,,100.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,85.0,,,,,,,,,,,85.0,,,,,,,,,,85.0,,,,,,,,,90.0,90.0,80.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,85.0,,TalesofArise,TalesofArise
738520,Breathedge,breathedge,Breathedge,223,71,7.4,/game/pc/breathedge/critic-reviews,59.0,,,,,,,,,,,70.0,,,,,,,,80.0,,,,,,,,,,,,,70.0,,90.0,,,,,,,,,,,80.0,,,,90.0,,,80.0,90.0,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,70.0,,,,,98.0,,,65.0,57.0,,,,,,,,80.0,,,,75.0,,,,,,70.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,60.0,,,,,,,,,,,Breathedge,Breathedge
735290,Genesis Noir,genesisnoir,Genesis Noir,133,77,6.4,/game/pc/genesis-noir/critic-reviews,,70.0,,,,,,,,,90.0,80.0,,,,,,,,,,,85.0,,,,,,,,,80.0,70.0,,,,,,,,,,,,,,,,55.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,80.0,,,,,,81.0,,,,,,,,,,,,,,,,68.0,,,,85.0,,,,76.0,,85.0,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,80.0,,,,,,,,,,,,,85.0,,,,,,,,,,,GenesisNoir,GenesisNoir
730430,This Is the President,thisisthepresident,This Is the President,234,70,8,/game/pc/this-is-the-president/critic-reviews,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,60.0,,,,,,,,,,,,,,,,,60.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThisIsthePresident,ThisIsthePresident
729000,Wytchwood,wytchwood,Wytchwood,121,78,8,/game/pc/wytchwood/critic-reviews,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wytchwood,Wytchwood
720350,Mundaun,mundaun,Mundaun,199,72,6.8,/game/pc/mundaun/critic-reviews,,80.0,,,,,,,,,,,50.0,68.0,,,,,,,,,,,,,,,,,,70.0,,,,,75.0,,,,,78.0,,,,,,,,,,,,,,80.0,,,50.0,,,,,,90.0,,,,,,83.0,,70.0,,,,,70.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,90.0,,60.0,85.0,,,,,,,,,79.0,,,,,,,,70.0,,,70.0,,,,,,,80.0,,,,70.0,,,,,,,,,70.0,,70.0,,,,,,,,,Mundaun,Mundaun
686810,Hell Let Loose,hellletloose,Hell Let Loose,94,79,7.2,/game/pc/hell-let-loose/critic-reviews,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,75.0,,,86.0,,,,,,,,,,80.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,80.0,,,70.0,,,90.0,,,,83.0,,,,,,,,,,,80.0,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,HellLetLoose,HellLetLoose
680420,OUTRIDERS,outriders,Outriders,192,73,5.7,/game/pc/outriders/critic-reviews,,,,,,,60.0,,,,,75.0,,,,,,,50.0,,,,,,,,,,,,,70.0,,,,,,,,,,90.0,80.0,80.0,,,,,,50.0,,,70.0,,,80.0,83.0,,,,,,,,,,,,,70.0,,,,80.0,80.0,,,,,,,,,,,,,,,,,,75.0,,,,55.0,,,,,75.0,70.0,,75.0,75.0,,,,63.0,60.0,75.0,70.0,60.0,,,75.0,,,,,,,80.0,72.0,,,,,,,,,,,,,82.0,,,,,70.0,,,,,,,,,,,,75.0,,,,68.0,,,,Outriders,OUTRIDERS
